OBJECTID,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Name of geographic unit,"# Renter-occupied housing units, 2019","# Renter-occupied housing units, 2019 (MOE)","# Gross rent less than $500, 2019","# Gross rent less than $500, 2019 (MOE)","% Gross rent less than $500, 2019","% Gross rent less than $500, 2019 (MOE)","# Gross rent $500 to $999, 2019","# Gross rent $500 to $999, 2019 (MOE)","% Gross rent $500 to $999, 2019","% Gross rent $500 to $999, 2019 (MOE)","# Gross rent $1,000 to $1,499, 2019","# Gross rent $1,000 to $1,499, 2019 (MOE)","% Gross rent $1,000 to $1,499, 2019","% Gross rent $1,000 to $1,499, 2019 (MOE)","# Gross rent $1,500 to $1,999, 2019","# Gross rent $1,500 to $1,999, 2019 (MOE)","% Gross rent $1,500 to $1,999, 2019","% Gross rent $1,500 to $1,999, 2019 (MOE)","# Gross rent $2,000 to $2,499, 2019","# Gross rent $2,000 to $2,499, 2019 (MOE)","% Gross rent $2,000 to $2,499, 2019","% Gross rent $2,000 to $2,499, 2019 (MOE)","# Gross rent $2,500 to $2,999, 2019","# Gross rent $2,500 to $2,999, 2019 (MOE)","% Gross rent $2,500 to $2,999, 2019","% Gross rent $2,500 to $2,999, 2019 (MOE)","# Gross rent $3,000 or more, 2019","# Gross rent $3,000 or more, 2019 (MOE)","% Gross rent $3,000 or more, 2019","% Gross rent $3,000 or more, 2019 (MOE)","# Gross rent less than $200, 2019","# Gross rent less than $200, 2019 (MOE)","% Gross rent less than $200, 2019","% Gross rent less than $200, 2019 (MOE)","# Gross rent $200 to $499, 2019","# Gross rent $200 to $499, 2019 (MOE)","% Gross rent $200 to $499, 2019","% Gross rent $200 to $499, 2019 (MOE)","# Gross rent $500 to $749, 2019","# Gross rent $500 to $749, 2019 (MOE)","% Gross rent $500 to $749, 2019","% Gross rent $500 to $749, 2019 (MOE)","# Gross rent $750 to $999, 2019","# Gross rent $750 to $999, 2019 (MOE)","% Gross rent $750 to $999, 2019","% Gross rent $750 to $999, 2019 (MOE)","# Gross rent $1,000 to $1,499, 2019","# Gross rent $1,000 to $1,499, 2019 (MOE)","% Gross rent $1,000 to $1,499, 2019","% Gross rent $1,000 to $1,499, 2019 (MOE)","# Gross rent $1,500 to $1,999, 2019","# Gross rent $1,500 to $1,999, 2019 (MOE)","% Gross rent $1,500 to $1,999, 2019","% Gross rent $1,500 to $1,999, 2019 (MOE)","# Gross rent $2,000 or more, 2019","# Gross rent $2,000 or more, 2019 (MOE)","% Gross rent $2,000 or more, 2019","% Gross rent $2,000 or more, 2019 (MOE)","# Gross rent less than $750, 2019","# Gross rent less than $750, 2019 (MOE)","% Gross rent less than $750, 2019","% Gross rent less than $750, 2019 (MOE)","# Gross rent $1,000 or more, 2019","# Gross rent $1,000 or more, 2019 (MOE)","% Gross rent $1,000 or more, 2019","% Gross rent $1,000 or more, 2019 (MOE)",Shape__Area,Shape__Length
442,Central Savannah River Area,No,30807,3541,ZCTA,ZCTA5 30807,6,7,0,39,0,780,0,37,0,735.4,5,6,100,188.7,0,13,0,260,0,13,0,260,0,13,0,260,0,18,0,367.7,0,23,0,450.3,0,32,0,636.9,0,29,0,581.4,0,23,0,450.3,5,6,100,188.7,0,13,0,260,0,26,0,520,0,49,0,972.8,5,19,100,362.8,17264478.692627,28023.0018018225
443,Northeast Georgia,Partial,30641,3485,ZCTA,ZCTA5 30641,72,43,0,39,0,68.4,26,34,45.6,51.2,29,26,50.9,33.4,2,4,3.5,6.7,0,13,0,22.8,0,13,0,22.8,0,18,0,32.3,0,23,0,39.5,0,32,0,55.9,15,24,26.3,39.2,11,23,19.3,38.7,29,26,50.9,33.4,2,4,3.5,6.7,0,26,0,45.6,15,46,26.3,78.9,31,30,54.4,39.2,958194512.817627,171439.642787153
444,Central Savannah River Area,No,30808,3542,ZCTA,ZCTA5 30808,328,115,0,39,0,13.1,278,121,93.6,21.9,19,22,6.4,6.9,0,13,0,4.4,0,13,0,4.4,0,13,0,4.4,0,18,0,6.2,0,23,0,7.6,0,32,0,10.7,136,86,45.8,23.8,142,85,47.8,22.5,19,22,6.4,6.9,0,13,0,4.4,0,26,0,8.8,136,95,45.8,27.1,19,28,6.4,9.3,1800740318.42871,228630.527835605
445,Northeast Georgia,No,30642,3486,ZCTA,ZCTA5 30642,1252,223,121,105,10,8.5,724,197,59.5,12.3,214,79,17.6,5.7,99,56,8.1,4.4,47,30,3.9,2.4,11,17,0.9,1.4,0,30,0,2.4,5,31,0.4,2.5,116,101,9.5,8.1,596,182,49,12.2,128,76,10.5,5.9,214,79,17.6,5.7,99,56,8.1,4.4,58,46,4.8,3.6,717,210,59,13.8,360,102,29.6,6.5,5882424864.21069,587402.099725248
446,Central Savannah River Area,No,30809,3543,ZCTA,ZCTA5 30809,2270,317,74,91,3.4,4.1,474,190,21.8,8.2,604,187,27.8,7.6,513,177,23.6,7.4,178,101,8.2,4.5,163,94,7.5,4.2,165,102,7.6,4.5,61,63,2.8,2.9,13,65,0.6,3,68,61,3.1,2.8,406,181,18.7,7.9,604,187,27.8,7.6,513,177,23.6,7.4,506,171,23.3,7.1,142,109,6.5,4.9,1295,276,59.6,9.3,1247441269.97559,198673.840220849
447,Georgia Mountains,No,30643,3487,ZCTA,ZCTA5 30643,1585,273,227,124,16.7,8.6,865,249,63.8,13.9,238,108,17.6,7.2,0,21,0,1.5,26,40,1.9,2.9,0,21,0,1.5,0,30,0,2.2,0,36,0,2.7,227,119,16.7,8.2,570,207,42,13.1,295,139,21.8,9.4,238,108,17.6,7.2,0,21,0,1.5,26,54,1.9,4,797,242,58.8,14,264,117,19.5,7.8,3821561568.01099,386132.182952096
448,Central Savannah River Area,No,30810,3544,ZCTA,ZCTA5 30810,225,56,56,30,26.5,12.4,153,59,72.5,21.1,2,14,0.9,6.4,0,13,0,6.2,0,13,0,6.2,0,13,0,6.2,0,18,0,8.7,5,14,2.4,6.8,51,26,24.2,10.7,113,49,53.6,19.1,40,32,19,14.4,2,14,0.9,6.4,0,13,0,6.2,0,26,0,12.3,169,58,80.1,18.5,2,23,0.9,10.8,2303295005.6543,361808.929417992
449,Northeast Georgia,No,30646,3488,ZCTA,ZCTA5 30646,1009,253,31,60,3.6,7,662,246,77.9,18.7,157,123,18.5,13.5,0,19,0,2.2,0,19,0,2.2,0,19,0,2.2,0,27,0,3.2,0,33,0,3.9,31,50,3.6,5.8,413,207,48.6,20,249,134,29.3,13.4,157,123,18.5,13.5,0,19,0,2.2,0,38,0,4.5,444,215,52.2,20.5,157,126,18.5,13.9,986116735.168701,256269.13708681
450,Central Savannah River Area,No,30812,3545,ZCTA,ZCTA5 30812,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,3711439.0090332,9205.7012912042
451,Northeast Georgia,No,30648,3489,ZCTA,ZCTA5 30648,228,91,55,62,30.6,30.8,121,81,67.2,29.1,2,13,1.1,7.4,2,4,1.1,2.1,0,13,0,7.2,0,13,0,7.2,0,18,0,10.2,4,19,2.2,10.5,51,59,28.3,29.5,56,58,31.1,28.1,65,57,36.1,25.4,2,13,1.1,7.4,2,4,1.1,2.1,0,26,0,14.4,111,85,61.7,35.2,4,19,2.2,10.5,2364112595.74658,380319.32886638
452,Central Savannah River Area,No,30813,3546,ZCTA,ZCTA5 30813,3517,513,19,86,0.5,2.5,918,306,26.6,8,1959,462,56.7,10.5,417,169,12.1,4.6,143,110,4.1,3.1,0,28,0,0.8,0,40,0,1.1,0,48,0,1.4,19,71,0.5,2,223,125,6.5,3.5,695,279,20.1,7.5,1959,462,56.7,10.5,417,169,12.1,4.6,143,120,4.1,3.4,242,152,7,4.3,2519,504,72.9,10,1388903348.77954,229294.447924669
453,Northeast Georgia,Partial,30650,3490,ZCTA,ZCTA5 30650,1206,226,19,67,1.8,6.4,661,212,63.7,15.9,340,153,32.8,13.2,18,23,1.7,2.2,0,21,0,2,0,21,0,2,0,30,0,2.9,0,36,0,3.5,19,56,1.8,5.4,314,135,30.3,11.5,347,164,33.4,14.3,340,153,32.8,13.2,18,23,1.7,2.2,0,42,0,4,333,150,32.1,13,358,157,34.5,13.4,6247396114.39648,596655.446541344
454,Central Savannah River Area,No,30814,3547,ZCTA,ZCTA5 30814,591,157,40,53,8.4,10.8,315,140,65.9,22.7,104,61,21.8,11.3,4,8,0.8,1.7,15,31,3.1,6.4,0,19,0,4,0,27,0,5.6,5,28,1,5.9,35,45,7.3,9.1,211,129,44.1,23.9,104,54,21.8,9.6,104,61,21.8,11.3,4,8,0.8,1.7,15,45,3.1,9.4,251,139,52.5,25.2,123,69,25.7,12.6,1427399716.89624,258801.505156813
455,Northeast Georgia,Yes,30655,3491,ZCTA,ZCTA5 30655,3636,377,501,209,14.4,5.8,1503,333,43.2,8.4,1322,274,38,6.8,98,66,2.8,1.9,48,42,1.4,1.2,0,25,0,0.7,9,28,0.3,0.8,0,43,0,1.2,501,205,14.4,5.7,543,197,15.6,5.4,960,268,27.6,7.1,1322,274,38,6.8,98,66,2.8,1.9,57,56,1.6,1.6,1044,288,30,7.6,1468,285,42.2,6.9,2430609436.07397,384426.217667693
456,Central Savannah River Area,No,30815,3548,ZCTA,ZCTA5 30815,4288,463,177,151,4.4,3.7,1813,363,45.3,7.3,1875,385,46.8,7.9,97,70,2.4,1.7,42,39,1,1,0,28,0,0.7,0,40,0,1,18,48,0.4,1.2,159,143,4,3.5,668,223,16.7,5.2,1145,286,28.6,6.3,1875,385,46.8,7.9,97,70,2.4,1.7,42,62,1,1.5,845,270,21.1,6.3,2014,393,50.3,7.8,3661199780.17114,551437.113390156
457,Northeast Georgia,Yes,30656,3492,ZCTA,ZCTA5 30656,1188,231,74,82,6.7,7.4,465,190,42.3,15.1,513,164,46.7,11.7,46,45,4.2,4,0,21,0,1.9,0,21,0,1.9,0,30,0,2.7,37,64,3.4,5.8,37,51,3.4,4.6,129,103,11.7,9,336,160,30.6,13.2,513,164,46.7,11.7,46,45,4.2,4,0,42,0,3.8,203,131,18.5,11.4,559,171,50.9,11.9,1965131278.75879,261708.941202256
458,Central Savannah River Area,No,30816,3549,ZCTA,ZCTA5 30816,218,104,42,68,36.8,53.6,72,59,63.2,27.9,0,18,0,16.1,0,13,0,11.4,0,13,0,11.4,0,13,0,11.4,0,18,0,16.1,0,23,0,19.8,42,64,36.8,49.9,46,43,40.4,26.1,26,40,22.8,31,0,18,0,16.1,0,13,0,11.4,0,26,0,22.8,88,80,77.2,46.5,0,26,0,22.8,3671465553.47217,540463.149340761
459,CSRA / NE,No,30660,3493,ZCTA,ZCTA5 30660,115,55,21,44,38.2,76,19,27,34.5,43.2,15,21,27.3,33.8,0,13,0,23.6,0,13,0,23.6,0,13,0,23.6,0,18,0,33.4,0,23,0,40.9,21,38,38.2,64.1,15,19,27.3,28.5,4,20,7.3,35.4,15,21,27.3,33.8,0,13,0,23.6,0,26,0,47.3,36,48,65.5,74.5,15,28,27.3,47.5,2800595599.52856,401011.923079074
460,Central Savannah River Area,No,30817,3550,ZCTA,ZCTA5 30817,908,193,165,80,25.2,10.6,438,134,66.8,13.3,47,33,7.2,4.8,4,10,0.6,1.5,0,19,0,2.9,2,5,0.3,0.8,0,27,0,4.1,14,34,2.1,5.2,151,72,23,9.6,206,96,31.4,12.6,232,94,35.4,11.8,47,33,7.2,4.8,4,10,0.6,1.5,2,33,0.3,5.1,371,124,56.6,13.6,51,40,7.8,5.8,6511898306.9043,541054.501434528
461,GM / NE,No,30662,3494,ZCTA,ZCTA5 30662,1239,174,275,98,27.2,8.8,649,153,64.2,11.5,72,53,7.1,5.2,15,24,1.5,2.4,0,19,0,1.9,0,19,0,1.9,0,27,0,2.7,47,52,4.6,5,228,83,22.6,7.5,478,132,47.3,10.9,171,78,16.9,7.3,72,53,7.1,5.2,15,24,1.5,2.4,0,38,0,3.8,753,165,74.5,11.6,87,62,8.6,6,2256739205.31177,354619.75599666
462,Central Savannah River Area,No,30818,3551,ZCTA,ZCTA5 30818,93,103,0,39,0,41.9,93,112,100,46.8,0,18,0,19.8,0,13,0,14,0,13,0,14,0,13,0,14,0,18,0,19.8,0,23,0,24.2,0,32,0,34.2,0,29,0,31.3,93,108,100,34.9,0,18,0,19.8,0,13,0,14,0,26,0,28,0,49,0,52.3,0,26,0,28,934327924.922363,191987.99691498
463,Central Savannah River Area,No,30820,3552,ZCTA,ZCTA5 30820,89,44,9,33,15.5,56.2,49,42,84.5,57.9,0,18,0,31.7,0,13,0,22.4,0,13,0,22.4,0,13,0,22.4,0,18,0,31.7,0,23,0,38.8,9,24,15.5,40.6,15,27,25.9,45.4,34,31,58.6,45.2,0,18,0,31.7,0,13,0,22.4,0,26,0,44.8,24,43,41.4,70.9,0,26,0,44.8,2365080634.74951,386232.385926999
464,Central Savannah River Area,No,30821,3553,ZCTA,ZCTA5 30821,52,35,23,45,54.8,97.8,14,35,33.3,79.6,5,15,11.9,35.2,0,13,0,31,0,13,0,31,0,13,0,31,0,18,0,43.8,0,23,0,53.6,23,39,54.8,81.8,14,27,33.3,58.9,0,23,0,53.6,5,15,11.9,35.2,0,13,0,31,0,26,0,61.9,37,52,88.1,104.4,5,24,11.9,56.2,2902409089.19116,407124.329795781
465,Central Savannah River Area,No,30822,3554,ZCTA,ZCTA5 30822,71,64,24,52,46.2,88.1,28,57,53.8,93.5,0,18,0,35.4,0,13,0,25,0,13,0,25,0,13,0,25,0,18,0,35.4,0,23,0,43.3,24,47,46.2,76.8,28,52,53.8,82.8,0,23,0,43.3,0,18,0,35.4,0,13,0,25,0,26,0,50,52,74,100,96.3,0,26,0,50,983224711.699219,217055.891855052
466,Central Savannah River Area,No,30823,3555,ZCTA,ZCTA5 30823,108,45,23,28,30.3,33.1,41,43,53.9,49.4,10,12,13.2,13.9,0,13,0,17.1,2,3,2.6,3.7,0,13,0,17.1,0,18,0,24.2,0,23,0,29.6,23,16,30.3,14.8,33,38,43.4,44.3,8,20,10.5,26.4,10,12,13.2,13.9,0,13,0,17.1,2,23,2.6,29.9,56,47,73.7,49.1,12,18,15.8,21.9,2030803822.81909,395061.490359499
467,Central Savannah River Area,No,30824,3556,ZCTA,ZCTA5 30824,2801,341,492,188,18.6,6.7,1793,370,67.7,11.1,340,154,12.8,5.6,24,23,0.9,0.9,0,21,0,0.8,0,21,0,0.8,0,30,0,1.1,31,42,1.2,1.6,461,183,17.4,6.6,1141,309,43.1,10.3,652,204,24.6,7.1,340,154,12.8,5.6,24,23,0.9,0.9,0,42,0,1.6,1633,361,61.6,11.3,364,157,13.7,5.7,5756210088.39233,565760.869523254
468,Central Savannah River Area,No,30828,3557,ZCTA,ZCTA5 30828,657,109,215,67,34.2,9,339,103,54,13.8,74,56,11.8,8.8,0,13,0,2.1,0,13,0,2.1,0,13,0,2.1,0,18,0,2.9,72,44,11.5,6.7,143,50,22.8,7,157,65,25,9.5,182,80,29,11.8,74,56,11.8,8.8,0,13,0,2.1,0,26,0,4.1,372,93,59.2,11.1,74,59,11.8,9.2,3822284771.83716,513408.20603079
469,Central Savannah River Area,No,30830,3558,ZCTA,ZCTA5 30830,1520,274,455,153,33.2,9.3,808,226,59,12.2,102,70,7.4,4.9,5,8,0.4,0.6,0,21,0,1.5,0,21,0,1.5,0,30,0,2.2,17,43,1.2,3.1,438,147,32,8.9,396,150,28.9,9.6,412,168,30.1,10.9,102,70,7.4,4.9,5,8,0.4,0.6,0,42,0,3.1,851,215,62.1,10.5,107,74,7.8,5.2,10121335375.5754,886853.407492752
470,Central Savannah River Area,No,30833,3559,ZCTA,ZCTA5 30833,679,151,268,129,41.3,17.5,367,139,56.5,17,14,18,2.2,2.8,0,13,0,2,0,13,0,2,0,13,0,2,0,18,0,2.8,87,74,13.4,10.9,181,106,27.9,15.1,303,128,46.7,16.6,64,54,9.9,8,14,18,2.2,2.8,0,13,0,2,0,26,0,4,571,182,88,19.5,14,26,2.2,4,1904769061.03271,273830.741525192
471,Central Savannah River Area,No,30901,3560,ZCTA,ZCTA5 30901,4356,306,1117,210,27.1,4.7,2292,312,55.6,6.3,667,157,16.2,3.6,49,44,1.2,1.1,0,21,0,0.5,0,21,0,0.5,0,30,0,0.7,73,49,1.8,1.2,1044,204,25.3,4.6,1361,235,33,5.1,931,206,22.6,4.7,667,157,16.2,3.6,49,44,1.2,1.1,0,42,0,1,2478,315,60.1,6.2,716,164,17.4,3.8,599794176.24585,175452.174283376
472,Central Savannah River Area,No,30903,3561,ZCTA,ZCTA5 30903,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,4737899.40869141,9255.1362074401
473,Central Savannah River Area,No,30904,3562,ZCTA,ZCTA5 30904,5557,415,742,193,13.9,3.4,3197,454,59.9,7.1,1246,274,23.3,4.8,116,76,2.2,1.4,19,21,0.4,0.4,0,25,0,0.5,19,38,0.4,0.7,83,95,1.6,1.8,659,168,12.3,3,1393,290,26.1,5,1804,349,33.8,6,1246,274,23.3,4.8,116,76,2.2,1.4,38,50,0.7,0.9,2135,348,40,5.7,1381,285,25.9,4.9,309055134.599609,112066.4561335
474,Central Savannah River Area,No,30905,3563,ZCTA,ZCTA5 30905,932,118,24,58,2.8,6.7,20,51,2.3,6,606,136,71,12,203,80,23.8,8.7,0,19,0,2.2,0,19,0,2.2,0,27,0,3.2,14,35,1.6,4.1,10,45,1.2,5.3,0,42,0,5,20,29,2.3,3.4,606,136,71,12,203,80,23.8,8.7,0,38,0,4.5,24,72,2.8,8.4,809,159,94.8,12.2,391331291.830078,97862.4230230179
475,Central Savannah River Area,No,30906,3564,ZCTA,ZCTA5 30906,8686,554,565,201,6.8,2.4,4952,632,59.6,6.5,2681,346,32.3,3.6,109,83,1.3,1,0,31,0,0.4,0,31,0,0.4,0,44,0,0.5,61,72,0.7,0.9,504,188,6.1,2.2,2059,408,24.8,4.6,2893,482,34.8,5.3,2681,346,32.3,3.6,109,83,1.3,1,0,62,0,0.7,2624,455,31.6,5.1,2790,357,33.6,3.7,2396449078.45508,473427.003586891
476,Central Savannah River Area,No,30907,3565,ZCTA,ZCTA5 30907,4960,532,92,124,1.9,2.6,2007,351,42.1,5.8,2389,368,50.1,5.5,227,133,4.8,2.7,35,37,0.7,0.8,0,31,0,0.7,18,39,0.4,0.8,0,54,0,1.1,92,111,1.9,2.3,345,201,7.2,4.1,1662,288,34.9,4.7,2389,368,50.1,5.5,227,133,4.8,2.7,53,62,1.1,1.3,437,236,9.2,4.9,2651,393,55.6,5.6,703475798.463623,170430.704833105
477,Central Savannah River Area,No,30909,3566,ZCTA,ZCTA5 30909,8142,622,365,210,4.6,2.6,5197,614,65.6,5.9,1926,393,24.3,4.6,418,307,5.3,3.9,17,27,0.2,0.3,0,28,0,0.4,0,40,0,0.5,0,48,0,0.6,365,204,4.6,2.6,1678,355,21.2,4.2,3519,500,44.4,5.3,1926,393,24.3,4.6,418,307,5.3,3.9,17,56,0.2,0.7,2043,413,25.8,4.8,2361,499,29.8,5.9,728724688.11084,174310.136484424
478,Central Savannah River Area,No,30912,3567,ZCTA,ZCTA5 30912,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,4117903.8527832,11927.3331679717
479,Heart of Georgia Altamaha,No,31001,3568,ZCTA,ZCTA5 31001,276,76,129,62,73.7,25.7,46,34,26.3,17.2,0,18,0,10.5,0,13,0,7.4,0,13,0,7.4,0,13,0,7.4,0,18,0,10.5,24,29,13.7,15.8,105,55,60,24.3,42,27,24,13.6,4,19,2.3,11,0,18,0,10.5,0,13,0,7.4,0,26,0,14.9,171,67,97.7,21.7,0,26,0,14.9,4962745684.58582,555971.651831788
480,Atlanta Regional Commission,Yes,30038,3171,ZCTA,ZCTA5 30038,7313,737,116,125,1.6,1.7,1984,437,27.4,5.3,4314,839,59.5,9.8,782,294,10.8,3.9,58,58,0.8,0.8,0,28,0,0.4,0,40,0,0.5,0,48,0,0.7,116,116,1.6,1.6,46,66,0.6,0.9,1938,432,26.7,5.3,4314,839,59.5,9.8,782,294,10.8,3.9,58,76,0.8,1,162,142,2.2,1.9,5154,891,71.1,9.9,820599209.011475,153996.947391027
481,Atlanta Regional Commission,Yes,30039,3172,ZCTA,ZCTA5 30039,3354,480,31,93,0.9,2.8,261,138,8,4.1,1665,412,51,10.2,1214,414,37.2,11.5,95,92,2.9,2.8,0,28,0,0.9,0,40,0,1.2,0,48,0,1.5,31,79,0.9,2.4,76,94,2.3,2.9,185,101,5.7,3,1665,412,51,10.2,1214,414,37.2,11.5,95,104,2.9,3.2,107,132,3.3,4,2974,591,91.1,12.3,710846695.017578,154228.639004983
482,Coastal Regional Commission,No,31323,3677,ZCTA,ZCTA5 31323,88,35,11,41,20.4,75,39,36,72.2,53.7,4,14,7.4,24.8,0,13,0,24.1,0,13,0,24.1,0,13,0,24.1,0,18,0,34,0,23,0,41.7,11,34,20.4,62.3,30,32,55.6,51,9,17,16.7,29.3,4,14,7.4,24.8,0,13,0,24.1,0,26,0,48.1,41,52,75.9,86.7,4,23,7.4,42.1,3775191110.89539,619719.914431316
483,Coastal Regional Commission,No,31324,3678,ZCTA,ZCTA5 31324,2852,351,90,108,3.3,3.9,552,221,20.1,7.6,575,210,20.9,7.2,950,241,34.6,7.7,469,176,17.1,6.1,27,33,1,1.2,84,119,3.1,4.3,0,43,0,1.6,90,98,3.3,3.6,170,102,6.2,3.6,382,196,13.9,6.9,575,210,20.9,7.2,950,241,34.6,7.7,580,215,21.1,7.4,260,148,9.5,5.3,1994,365,72.6,9.8,3979309049.19324,435321.829559148
484,Coastal Regional Commission,No,31326,3679,ZCTA,ZCTA5 31326,2408,308,125,100,5.8,4.6,749,206,34.9,8.3,1070,279,49.8,11,203,109,9.5,4.9,0,25,0,1.2,0,25,0,1.2,0,35,0,1.6,60,72,2.8,3.3,65,69,3,3.2,283,120,13.2,5.3,466,167,21.7,7.2,1070,279,49.8,11,203,109,9.5,4.9,0,50,0,2.3,408,156,19,6.8,1273,300,59.3,11.3,1966133460.69971,301301.471353067
485,River Valley,No,31909,3853,ZCTA,ZCTA5 31909,7754,570,69,75,0.9,1,3040,410,39.9,4.5,3838,486,50.4,5.1,382,168,5,2.2,157,120,2.1,1.6,124,110,1.6,1.4,0,40,0,0.5,0,48,0,0.6,69,57,0.9,0.7,572,228,7.5,2.9,2468,341,32.4,3.8,3838,486,50.4,5.1,382,168,5,2.2,281,168,3.7,2.2,641,240,8.4,3.1,4377,528,57.5,5.4,512641687.136719,148658.383506096
486,Southwest Georgia,No,39813,3854,ZCTA,ZCTA5 39813,324,88,111,70,55.8,27.4,88,51,44.2,18.9,0,18,0,9.2,0,13,0,6.5,0,13,0,6.5,0,13,0,6.5,0,18,0,9.2,34,40,17.1,19.2,77,57,38.7,24.2,56,43,28.1,18.6,32,27,16.1,12.2,0,18,0,9.2,0,13,0,6.5,0,26,0,13.1,167,82,83.9,24.8,0,26,0,13.1,3457815393.34039,403610.883785328
487,Atlanta Regional Commission,Yes,30322,3336,ZCTA,ZCTA5 30322,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,12058788.9953613,20685.5983264166
488,Atlanta Regional Commission,Yes,30324,3337,ZCTA,ZCTA5 30324,9121,445,239,137,2.7,1.5,761,246,8.5,2.7,4440,514,49.3,5.2,2700,291,30,2.9,669,194,7.4,2.1,87,64,1,0.7,106,76,1.2,0.8,100,90,1.1,1,139,104,1.5,1.2,134,110,1.5,1.2,627,220,7,2.4,4440,514,49.3,5.2,2700,291,30,2.9,862,218,9.6,2.4,373,176,4.1,1.9,7809,622,86.7,5.5,147888952.827637,103364.921274512
489,Atlanta Regional Commission,Yes,30326,3338,ZCTA,ZCTA5 30326,2796,377,0,57,0,2,58,87,2.1,3.1,475,154,17,5,1470,338,52.6,9.8,535,168,19.1,5.4,143,102,5.1,3.6,115,102,4.1,3.6,0,33,0,1.2,0,47,0,1.7,48,81,1.7,2.9,10,31,0.4,1.1,475,154,17,5,1470,338,52.6,9.8,793,221,28.4,6.9,48,99,1.7,3.5,2480,408,88.7,8.4,19282085.0234375,24626.3108512949
490,Atlanta Regional Commission,Yes,30327,3339,ZCTA,ZCTA5 30327,2165,248,273,140,13.4,6.7,104,82,5.1,4,564,153,27.7,6.7,442,149,21.7,6.8,321,153,15.8,7.3,139,74,6.8,3.5,193,98,9.5,4.7,97,105,4.8,5.1,176,92,8.6,4.4,24,51,1.2,2.5,80,64,3.9,3.1,564,153,27.7,6.7,442,149,21.7,6.8,653,196,32.1,8.8,297,149,14.6,7.1,1327,263,65.2,10.2,476070850.355713,139409.783785125
491,Atlanta Regional Commission,Yes,30328,3340,ZCTA,ZCTA5 30328,7185,504,442,217,6.4,3.1,390,192,5.6,2.7,3193,481,46,6.1,2006,357,28.9,4.7,637,186,9.2,2.6,210,113,3,1.6,57,47,0.8,0.7,55,64,0.8,0.9,387,208,5.6,3,69,56,1,0.8,321,184,4.6,2.6,3193,481,46,6.1,2006,357,28.9,4.7,904,223,13,3.1,511,225,7.4,3.2,5836,627,84.2,6.9,366178188.810303,106989.150263197
492,Atlanta Regional Commission,Yes,30329,3341,ZCTA,ZCTA5 30329,8649,459,193,109,2.3,1.3,761,179,9,2.1,4468,449,52.6,4.5,2388,311,28.1,3.4,346,94,4.1,1.1,211,98,2.5,1.1,126,75,1.5,0.9,51,57,0.6,0.7,142,92,1.7,1.1,85,64,1,0.8,676,167,8,1.9,4468,449,52.6,4.5,2388,311,28.1,3.4,683,155,8,1.8,278,126,3.3,1.5,7202,554,84.8,4.9,152200636.842285,115265.971310126
493,Atlanta Regional Commission,Yes,30331,3342,ZCTA,ZCTA5 30331,12329,848,1454,334,12,2.6,4663,652,38.4,4.7,4793,714,39.5,5.2,1169,448,9.6,3.6,32,41,0.3,0.3,37,63,0.3,0.5,0,44,0,0.4,250,156,2.1,1.3,1204,295,9.9,2.3,1222,355,10.1,2.8,3441,546,28.3,4,4793,714,39.5,5.2,1169,448,9.6,3.6,69,87,0.6,0.7,2676,488,22,3.7,5994,844,49.3,6.1,1048678385.79907,267889.391864472
494,Atlanta Regional Commission,Yes,30332,3343,ZCTA,ZCTA5 30332,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,2346627.24707031,6418.47800474623
495,Atlanta Regional Commission,Yes,30334,3344,ZCTA,ZCTA5 30334,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,1362543.01464844,6650.72789950252
496,Atlanta Regional Commission,Yes,30336,3345,ZCTA,ZCTA5 30336,122,99,0,39,0,32,20,47,16.4,36.1,77,90,63.1,53,0,13,0,10.7,25,37,20.5,25.4,0,13,0,10.7,0,18,0,15.1,0,23,0,18.5,0,32,0,26.1,0,29,0,23.8,20,37,16.4,27.2,77,90,63.1,53,0,13,0,10.7,25,43,20.5,31.4,0,49,0,39.9,102,98,83.6,43.2,297488674.143311,141086.691255432
